_ID_	_MAIN_CATEGORY_	POST_TITLE	_MODEL_	_MANUFACTURER_	_PRICE_	_HTML_TITLE_	_HTML_H1_	_DESCRIPTION_	_IMAGE_	_SEO_KEYWORD_	_IMAGES_			
554	Букеты|Букеты из роз	Красное небо			835	Букеты из роз - Красное небо		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />ткань костюмная ""Мэмори"" + экокожа&nbsp;(хлопок - 60%, полиэстер - 40% )</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">XS</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
</tr>
<tr>
<td align=""left"">Талия (см)</td>
<td align=""center"">64</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Бедра (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong></strong><br />Длина изделия по боковому шву: XS-53 см, S-53 см, M-54 см, L-54 см. XL-54 см.</p>
<p>Рост модели на фото: 174 см.</p><br>Цвет-темно синий<br>Размер-XS"	data/1225.jpg		data/1226.jpg	data/1227.jpg		
555	Букеты|Букеты из роз	Розовые розы			411	Букеты из роз - Розовые розы		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />ткань костюмная ""Мэмори"" + экокожа&nbsp;(хлопок - 60%, полиэстер - 40% )</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">XS</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
</tr>
<tr>
<td align=""left"">Талия (см)</td>
<td align=""center"">64</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Бедра (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong></strong><br />Длина изделия по боковому шву: XS-53 см, S-53 см, M-54 см, L-54 см. XL-54 см.</p>
<p>Рост модели на фото: 174 см.</p><br>Цвет-черный<br>Размер-XS"	data/1228.jpg		data/1229.jpg	data/1230.jpg		
556	Букеты|Букеты из роз	Огонь желания			1110	Букеты из роз - Огонь желания		"<p><strong>Состав:&nbsp;</strong><br />костюмный шелк</p>
<p><strong>Размерная сетка модели:&nbsp;</strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Талия (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Бедра (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры:&nbsp;</strong><br />Длина изделия по боковому шву: S-56 см, M-56 см, L-57 см.</p>
<p>Рост модели на фото: 174 см.</p><br>Цвет-черный<br>Размер-S, M, L"	data/1231.jpg		data/1232.jpg	data/1233.jpg		
557	Букеты|Букеты из роз	Цветочная любовь			934	Букеты из роз - Цветочная любовь		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />искусственная кожа</p>
<p>Ширина изделия (ремня): 12 мм.</p><br>Цвет-черный<br>Размер-ONE"	data/1234.jpg		data/1235.jpg	data/1236.jpg		
558	Букеты|Букеты из роз	Букет Джульетты			695	Букеты из роз - Букет Джульетты		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />искусственная кожа</p>
<p>Ширина изделия (ремня): 12 мм.</p><br>Цвет-черный<br>Размер-ONE"	data/1237.jpg		data/1238.jpg	data/1239.jpg		
559	Букеты|Букеты из роз	Твой навсегда			2025	Букеты из роз - Твой навсегда		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />искусственная кожа</p>
<p>Ширина изделия (ремня): 12 мм.</p><br>Цвет-красный<br>Размер-ONE"	data/1240.jpg		data/1241.jpg	data/1242.jpg		
560	Букеты|Букеты из роз	Любимой женщине			4545	Букеты из роз - Любимой женщине		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />ткань костюмная ""Мэмори""&nbsp;(60% хлопок, 40% полиэстер)</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Талия (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Бедра (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длинна изделия по боковому шву: 40 см.&nbsp;<br /><span>Шорты идут с заниженной посадкой.</span>&nbsp;</p>
<p>Рост модели на фото: 174 см.</p><br>Цвет-темно синий<br>Размер-S, L"	data/1243.jpg		data/1244.jpg	data/1245.jpg		
561	Букеты|Букеты из роз	Романтика (1 метр)			1350	Букеты из роз - Романтика (1 метр)		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />ткань костюмная ""Мэмори""&nbsp;(60% хлопок, 40% полиэстер)</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Талия (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Бедра (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длинна изделия по боковому шву: 40 см.&nbsp;<br /><span>Шорты идут с заниженной посадкой.</span>&nbsp;</p>
<p>Рост модели на фото: 174 см.</p><br>Цвет-черный<br>Размер-S, M, L"	data/1246.jpg					
562	Букеты|Букеты из роз	Кремовые розы			741	Букеты из роз - Кремовые розы		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />ткань костюмная ""Мэмори""&nbsp;(60% хлопок, 40% полиэстер)</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Талия (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Бедра (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длинна изделия по боковому шву: 40 см.&nbsp;<br /><span>Шорты идут с заниженной посадкой.</span>&nbsp;</p>
<p>Рост модели на фото: 174 см.</p><br>Цвет-электрик<br>Размер-S"	data/1247.jpg		data/1248.jpg	data/1249.jpg		
563	Букеты|Букеты из роз	Мечта			1045	Букеты из роз - Мечта		"<p><strong>Состав<strong><strong>:&nbsp;</strong></strong><br /></strong>100% вискоза.</p>
<p><strong>Размерная сетка модели<strong><strong>:&nbsp;</strong></strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong><strong>:&nbsp;</strong></strong><br /></strong>Длина изделия: S-M - 58 см, L-XL - 60 см. Длина рукава: 22 см.</p><br>Цвет-принт<br>Размер-S, M, L"	data/1250.jpg		data/1251.jpg	data/1252.jpg		
564	Букеты|Букеты из роз	С нежностью			623	Букеты из роз - С нежностью		"<p><strong>Состав<strong><strong>:&nbsp;</strong></strong><br /></strong>вискоза &nbsp;</p>
<p><strong>Размерная сетка модели<strong><strong>:&nbsp;</strong></strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong><strong>:&nbsp;</strong></strong><br /></strong>Длина изделия: S-M - 58 см, L-XL - 60 см. Длина рукава: 22 см.</p><br>Цвет-принт<br>Размер-S, L"	data/1253.jpg		data/1254.jpg	data/1255.jpg		
565	Букеты|Букеты из роз	Долина роз			955	Букеты из роз - Долина роз		"<p><strong>Состав<strong><strong>:&nbsp;</strong></strong><br /></strong>100% вискоза</p>
<p><strong>Размерная сетка модели<strong><strong>:&nbsp;</strong></strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong><strong>:&nbsp;</strong></strong><br /></strong>Длина изделия: 57 см. &nbsp;Длина рукава: 12 см. Для всех размеров.</p><br>Цвет-принт<br>Размер-S"	data/1256.jpg		data/1257.jpg	data/1258.jpg		
566	Букеты|Букеты из роз	Секрет любви			1317	Букеты из роз - Секрет любви		"<p><strong>Состав<strong><strong>:&nbsp;</strong></strong></strong>100% вискоза</p>
<p><strong>Размерная сетка модели<strong><strong>:&nbsp;</strong></strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong><strong>:&nbsp;</strong></strong><br /></strong>Длина изделия: 57 см. &nbsp;Длина рукава: 12 см. Для всех размеров.<br />Рост модели на фото - 170 см.&nbsp;</p><br>Цвет-принт<br>Размер-S, M, L"	data/1259.jpg		data/1260.jpg	data/1261.jpg		
567	Букеты|Букеты из роз	Ночь любви			2253	Букеты из роз - Ночь любви		"<p><strong>Состав<strong><strong>:&nbsp;</strong></strong></strong>100% вискоза</p>
<p><strong>Размерная сетка модели<strong><strong>:&nbsp;</strong></strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong><strong>:&nbsp;</strong></strong><br /></strong>Длина изделия: 57 см. &nbsp;Длина рукава: 12 см. Для всех размеров.<br />Рост модели на фото - 170 см.&nbsp;</p><br>Цвет-принт<br>Размер-S, M, L"	data/1262.jpg		data/1263.jpg	data/1264.jpg		
568	Букеты|Букеты из роз	Джульетта 			2254	Букеты из роз - Джульетта 		"<p><strong>Состав<strong>:&nbsp;</strong><br /></strong>100% вискоза.</p>
<p><strong>Размерная сетка модели<strong>:&nbsp;</strong></strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">88</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">68</td>
<td align=""center"">72</td>
<td align=""center"">76</td>
<td align=""center"">80</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<strong>:&nbsp;</strong><br /></strong>Длина изделия: S-M - 58 см, L-XL - 60 см. Длина рукава: 22 см.&nbsp;</p><br>Цвет-принт<br>Размер-S, M"	data/1265.jpg		data/1266.jpg	data/1267.jpg		
569	Букеты|Букеты из роз	Любимые			1205	Букеты из роз - Любимые		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />искусственная кожа</p>
<p>Длина изделия: 100 см.<br />Ширина изделия (ремня): 14 мм.</p><br>Цвет-белый<br>"	data/1268.jpg		data/1269.jpg	data/1270.jpg		
570	Букеты|Букеты из роз	Букет пожеланий			1075	Букеты из роз - Букет пожеланий		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />искусственная кожа</p>
<p>Длина изделия: 100 см.<br />Ширина изделия (ремня): 14 мм.</p><br>Цвет-белый<br>"	data/1271.jpg		data/1272.jpg	data/1273.jpg		
571	Букеты|Букеты из роз	Восторг			4343	Букеты из роз - Восторг		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />искусственная кожа</p>
<p>Длина изделия: 100 см.<br />Ширина изделия (ремня): 14 мм.</p><br>Цвет-красный<br>Размер-ONE"	data/1274.jpg		data/1275.jpg	data/1276.jpg		
572	Букеты|Букеты из роз	Вместо слов			1257	Букеты из роз - Вместо слов		"<p><strong>Состав<strong>:&nbsp;</strong></strong><br />искусственная кожа</p>
<p>Длина изделия: 100 см.<br />Ширина изделия (ремня): 14 мм.</p><br>Цвет-черный<br>Размер-ONE"	data/1277.jpg		data/1278.jpg	data/1279.jpg		
573	Букеты|Букеты из роз	Цветы Герды			4353	Букеты из роз - Цветы Герды		"<p><strong>Состав:&nbsp;</strong>100% вискоза</p>
<p><strong>Размерная сетка модели:&nbsp;</strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
<td align=""center"">XXL</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
<td align=""center"">108</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">70</td>
<td align=""center"">76</td>
<td align=""center"">82</td>
<td align=""center"">88</td>
<td align=""center"">94</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
<td align=""center"">108</td>
</tr>
</tbody>
</table>
<p><strong>Параметры:&nbsp;<br /></strong>Длина изделия:&nbsp;70 см, для всех размеров.<strong><br /></strong>Рост&nbsp; модели на фото - 185 см.</p><br>Цвет-принт<br>Размер-M, L, XL"	data/1280.jpg		data/1281.jpg	data/1282.jpg		
574	Букеты|Букеты из роз	Неповторимой Тебе			2025	Букеты из роз - Неповторимой Тебе		"<p><strong>Состав:&nbsp;</strong>100% вискоза</p>
<p><strong>Размерная сетка модели:&nbsp;</strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
<td align=""center"">XXL</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
<td align=""center"">108</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">70</td>
<td align=""center"">76</td>
<td align=""center"">82</td>
<td align=""center"">88</td>
<td align=""center"">94</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
<td align=""center"">108</td>
</tr>
</tbody>
</table>
<p><strong>Параметры:&nbsp;<br /></strong>Длина изделия:&nbsp;70 см, для всех размеров.<strong><br /></strong>Рост&nbsp; модели на фото - 185 см.</p><br>Цвет-принт<br>Размер-M, L, XL, XXL"	data/1283.jpg		data/1284.jpg	data/1285.jpg		
575	Букеты|Букеты из роз	Золотой букет			4783	Букеты из роз - Золотой букет		"<p><strong>Состав:&nbsp;</strong>100% вискоза</p>
<p><strong>Размерная сетка модели:&nbsp;</strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
<td align=""center"">XL</td>
<td align=""center"">XXL</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
<td align=""center"">108</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">70</td>
<td align=""center"">76</td>
<td align=""center"">82</td>
<td align=""center"">88</td>
<td align=""center"">94</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
<td align=""center"">104</td>
<td align=""center"">108</td>
</tr>
</tbody>
</table>
<p><strong>Параметры:&nbsp;<br /></strong>Длина изделия:&nbsp;70 см, для всех размеров.<strong><br /></strong>Рост&nbsp; модели на фото - 185 см.</p><br>Цвет-принт<br>Размер-M, L, XL, XXL"	data/1286.jpg		data/1287.jpg	data/1288.jpg		
576	Букеты|Букеты из роз	Звездное сияние			1990	Букеты из роз - Звездное сияние		"<p><strong>Состав: </strong>100% вискоза</p>
<p><strong>Размерная сетка модели:&nbsp;</strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">70</td>
<td align=""center"">76</td>
<td align=""center"">82</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры:&nbsp;<br /></strong>Длина изделия: 65 см, длина рукава: 18 см. Для всех размеров.<br />Рост модели на фото: 174 см.&nbsp;&nbsp;</p><br>Цвет-принт<br>Размер-S, M, L"	data/1289.jpg		data/1290.jpg	data/1291.jpg		
577	Букеты|Букеты из роз	Любовь без границ			9045	Букеты из роз - Любовь без границ		"<p><strong>Состав:&nbsp;</strong>100% вискоза</p>
<p><strong>Размерная сетка модели:&nbsp;</strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">70</td>
<td align=""center"">76</td>
<td align=""center"">82</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры:&nbsp;<br /></strong>Длина изделия: 65 см, длина рукава: 18 см. Для всех размеров.<br />Рост модели на фото: 174 см. &nbsp;</p><br>Цвет-принт<br>Размер-XXL"	data/1292.jpg		data/1293.jpg	data/1294.jpg		
578	Букеты|Букеты из роз	Желтые лучи			4353	Букеты из роз - Желтые лучи		"<p><strong>Состав:&nbsp;<br /></strong>100% вискоза</p>
<p><strong>Размерная сетка модели:&nbsp;</strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">70</td>
<td align=""center"">76</td>
<td align=""center"">82</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры:&nbsp;<br /></strong>Длина изделия: 65 см, длина рукава: 18 см. Для всех размеров.<br />Рост модели на фото: 174 см.&nbsp;&nbsp;</p><br>Цвет-принт<br>Размер-S, M, XL, XXL"	data/1295.jpg		data/1296.jpg	data/1297.jpg		
579	Букеты|Букеты из роз	Загадай желание			4444	Букеты из роз - Загадай желание		"<p><strong>Состав<br /></strong>100% вискоза</p>
<p><strong>Размерная сетка модели</strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">70</td>
<td align=""center"">76</td>
<td align=""center"">82</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<br /></strong>Длина изделия: 65 см, длина рукава: 18 см. Для всех размеров.<br />Рост модели на фото: 174 см.&nbsp;&nbsp;</p><br>Цвет-принт<br>Размер-S, M, L"	data/1298.jpg		data/1299.jpg	data/1300.jpg		
580	Букеты|Букеты из роз	Цветочный переплет			911	Букеты из роз - Цветочный переплет		"<p><strong>Состав<br /></strong>100% вискоза</p>
<p><strong>Размерная сетка модели</strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">70</td>
<td align=""center"">76</td>
<td align=""center"">82</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры<br /></strong>Длина изделия: 65 см, длина рукава: 18 см. Для всех размеров.<br />Рост модели на фото: 174 см.&nbsp;&nbsp;</p><br>Цвет-принт<br>Размер-S"	data/1301.jpg		data/1302.jpg	data/1303.jpg		
581	Букеты|Букеты из роз	Праздничное настроение			1022	Букеты из роз - Праздничное настроение		"<p><strong>Состав:&nbsp;<br /></strong>100% вискоза</p>
<p><strong>Размерная сетка модели:&nbsp;</strong></p>
<table border=""0"">
<tbody>
<tr>
<td align=""center"">&nbsp;</td>
<td align=""center"">S</td>
<td align=""center"">M</td>
<td align=""center"">L</td>
</tr>
<tr>
<td align=""left"">Обхват груди (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
<tr>
<td align=""left"">Обхват талии (см)</td>
<td align=""center"">70</td>
<td align=""center"">76</td>
<td align=""center"">82</td>
</tr>
<tr>
<td align=""left"">Обхват бедер (см)</td>
<td align=""center"">92</td>
<td align=""center"">96</td>
<td align=""center"">100</td>
</tr>
</tbody>
</table>
<p><strong>Параметры:&nbsp;<br /></strong>Длина изделия: 65 см, длина рукава: 18 см. Для всех размеров.<br /><span>Рост модели на фото: 174 см.</span>&nbsp;</p><br>Цвет-принт<br>Размер-S, M, XL, XXL"	data/1304.jpg		data/1305.jpg	data/1306.jpg		
